gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
cell_type1_214	0	0	0	1	3	0	1	0	1	1	0	3	1	1	0	1	0	0	9	2	0	0	0	2	8	1	0	2	0	0	0	0	2	0	4	0	0	0	0	1	0	0	0	0	0	1	2	2	1	3	0	0	0	6	6	1	0	4	0	0	0	0	0	0	0	19	0	0	1	0	7	0	0	0	0	0	0	1	0	0	2	0	1	0	2	1	1	2	2	0	0	0	0	0	2	0	0	0	2	1
cell_type1_215	1	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	4	1	4	4	2	0	0	1	7	0	0	1	0	2	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	1	0	6	2	1	0	5	1	4	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	3	0	5	9	0	0	0	0	1	6	3	0	0	4	0
cell_type1_216	0	1	0	0	4	1	1	0	0	5	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	4	0	0	0	10	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	3	0	0	7	0	5	0	0	1	0	0	6	0	0	0	0	0	1	0	2	0	10	0
cell_type1_217	2	0	2	1	1	1	0	0	0	0	0	1	0	1	0	1	1	2	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	11	1	0	2	4	0	0	0	0	0	2	0	0	0	4	1	0	3	1	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	2	1	0	1	1	0	2	3	0	0	0	5	0
cell_type1_218	3	0	8	1	3	0	3	0	2	8	0	4	0	5	0	1	0	0	5	1	0	1	0	2	3	0	0	0	0	1	0	0	3	0	3	3	1	0	0	1	0	2	1	0	0	4	0	0	0	1	0	0	0	10	3	1	0	4	0	1	0	0	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	5	1	3	1	2	9	0	0	1	0	2	4	0	6	2	2	0
cell_type1_219	1	1	0	0	3	1	0	5	3	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	4	0	0	0	0	1	0	0	8	0	0	1	2	0	0	0	0	0	1	2	0	0	6	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	3	0	1	0	0	0	5	5	0	1	1	1	3	0	1	0	0	1	0	0	2	1	0	0	2	1	2
cell_type1_220	0	0	3	1	0	4	0	1	2	0	2	3	0	0	0	0	2	5	0	0	8	1	2	0	2	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	5	0	0	1	2	0	0	0	0	0	1	3	2	0	0	0	1	0	1	2	4	0	1	0	0	0	1	8	1	0	0	1	3	0	3	1	0	0	0	0	0	0	0	1	0	0	0
cell_type1_221	6	1	1	0	1	3	0	0	0	1	0	3	0	0	0	0	0	0	1	2	0	1	0	0	0	4	0	0	0	0	0	0	3	0	0	2	2	6	0	1	0	0	3	0	0	1	6	3	0	3	0	0	0	1	2	0	1	2	1	0	1	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	2	1	2	0	0	0	2	0	4	12	0	0	4	0	0	13	0	0	0	1	1
cell_type1_222	3	0	8	0	0	0	0	4	2	1	3	3	0	3	0	0	0	0	4	1	1	0	0	0	4	0	0	1	0	1	0	0	4	2	0	2	0	1	0	0	1	1	0	0	0	0	7	2	0	1	0	0	1	3	4	1	0	1	1	0	0	0	0	0	0	0	0	1	9	3	0	2	0	0	0	0	0	0	0	6	2	0	0	0	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0
cell_type1_223	2	0	2	0	1	0	1	0	0	1	1	2	0	2	0	3	0	2	7	1	0	0	0	3	2	2	0	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	3	1	2	3	0	0	1	3	0	0	0	0	0	0	0	4	1	0	0	0	2	1	0	0	0	0	0	1	0	0	2	0	2	4	1	1	0	3	15	0	0	0	0	0	3	0	2	1	1	1
cell_type1_224	4	0	5	0	0	3	5	0	0	2	1	1	0	5	0	2	0	2	3	0	1	2	0	0	0	0	0	2	1	0	0	2	3	0	18	0	0	0	0	0	2	0	0	0	0	0	0	5	0	1	0	0	0	2	4	0	2	1	1	0	0	0	0	2	1	9	0	0	0	0	1	0	0	2	0	1	0	2	0	1	3	0	0	0	1	2	1	2	5	1	3	0	0	3	4	0	0	0	0	0
cell_type1_225	4	3	2	2	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	5	0	0	10	0	0	0	1	0	0	1	2	0	0	0	0	2	0	0	1	2	0	1	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	5	3	0	1	0	3	0	0	0	0	0	0	0	4	0	0	3	0	0	2	5	1	0	2	6	1	0	4	0	0	8	0	0	1	8	0
cell_type1_226	0	1	0	0	0	1	0	0	4	3	0	1	0	0	0	0	1	2	0	1	0	0	0	0	1	1	0	0	0	4	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	4	1	0	0	5	2	1	0	0	1	0	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	2	0	0	2	6	0	1	0	0	1	4	0	0	0	4	0
cell_type1_227	1	1	3	0	0	3	5	3	2	0	0	0	0	2	0	1	0	2	3	0	0	0	1	2	3	0	0	1	0	1	2	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	5	0	0	1	0	0	0	13	2	0	4	13	0	2	2	0	0	1	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	1	1	0	1	4	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0
cell_type1_228	1	1	0	2	2	0	2	0	0	1	3	0	0	0	0	1	1	2	2	1	0	2	0	0	3	0	0	0	0	0	0	1	0	0	5	2	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	2	3	1	0	0	0	4	0	2	0	0	0	1	4	0	2	3	0
cell_type1_229	0	0	3	0	0	2	0	0	2	1	1	1	0	6	0	3	2	1	3	1	20	0	3	0	2	0	0	0	0	0	1	0	2	0	0	4	0	0	0	0	3	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	5	6	0	0	0	1	0	2	5	2	0	4	3	1	1	1	2	0	0	3	1	0	0	0	0	2	6	1	3	2	1	0
cell_type1_230	1	0	1	0	0	1	1	0	0	4	0	2	0	0	0	0	0	3	1	0	4	1	0	0	2	0	0	0	0	1	0	0	1	0	5	4	0	2	0	0	1	1	0	0	0	3	6	0	0	6	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	11	0	0	0	2	0	0	0	2	0	1	0	2	0	4	4	0	0	0	0	0	0	2	0	0	1	0	0	3	1	0	0	0	0	1
cell_type1_231	0	1	1	1	1	0	0	0	2	0	2	5	4	6	1	3	0	1	6	0	8	0	0	0	0	0	0	0	0	1	1	0	2	0	1	1	0	0	0	0	0	2	1	1	0	0	5	0	0	5	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	0	1	0	5	0	0	0	0	3	0	2	0	0	2	2	0	1	0	0	1	0	2	0	0	0	1	6	1
cell_type1_232	3	1	0	0	1	0	0	2	1	9	1	0	0	0	0	0	2	0	5	0	4	0	2	0	2	2	0	13	1	1	0	0	0	0	6	4	0	0	0	1	0	0	1	0	0	0	15	1	0	12	0	0	1	3	2	0	0	0	1	0	0	0	0	0	0	6	0	0	2	0	0	0	1	0	0	1	0	0	0	1	2	0	1	0	0	8	0	2	2	0	0	0	0	0	0	0	6	0	9	2
cell_type1_233	3	0	0	1	3	1	1	3	3	0	2	0	0	1	0	0	1	0	3	1	0	0	0	0	9	1	0	6	0	0	0	0	1	0	3	1	0	1	0	0	2	0	0	0	0	8	3	2	0	3	0	0	0	8	0	0	1	9	0	1	0	0	0	0	7	8	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	2	0	0	0	1	7	0	3	0	0	0	16	0	1	0	7	0
cell_type1_234	4	0	1	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	1	7	6	6	0	0	1	0	0	4	0	0	2	0	1	0	9	0	2	1	0	1	2	1	0	0	0	1	1	0	0	7	0	0	3	2	0	0	0	5	0	4	2	0	0	0	0	7	0	0	0	2	0	2	1	1	0	2	1	0	0	6	4	0	0	0	0	3	0	4	2	1	2	1	0	11	0	0	0	3	1	0
cell_type1_235	0	2	0	0	1	0	0	0	0	1	3	0	1	0	0	0	1	0	1	0	1	3	0	1	9	6	0	0	0	0	0	0	3	0	0	17	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	2	0	3	2	0	0	0	1	0	0	0	1	0	0	0	1	0	1	2	4	0	0	0	0	0	0	1	0	1	5	1	1	8	0	0	0	0	1	2	0	0	0	2	0
cell_type1_236	3	0	1	0	0	0	3	0	0	2	1	2	0	0	0	1	3	0	8	0	0	1	0	1	3	1	0	5	0	0	0	2	1	0	2	1	1	0	0	1	0	0	0	0	0	0	10	0	2	7	0	0	0	11	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	4	0	0	0	0	0	0	3	13	0	0	0	0	0	5	0	3	0	0	0
cell_type1_237	5	0	2	1	0	3	3	0	5	1	0	2	0	1	0	0	2	2	8	0	0	0	0	1	2	0	0	2	0	0	0	0	1	0	6	2	2	0	0	1	0	1	1	2	1	0	0	0	0	0	0	0	0	6	0	0	1	2	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	1	2	0	3	0	0	0	0	1	3	0	1	0	0	0	0	1	2	0	3	1
cell_type1_238	2	3	2	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	3	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	3	4	0	5	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	9	0	0	2	6	0	0	0	0	0	0	1	1	0	0	6	0	3	0	0	0	0	3	0	5	0	5	1	0	1	0	0	0	0	3	0	0	0	2	0	0	10	0	0	0	1	0
cell_type1_239	2	2	0	2	0	3	0	0	0	1	0	0	1	1	1	2	1	1	14	3	5	1	0	0	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	1	0	3	1	0	2	0	0	0	0	0	0	2	0	1	3	0	1	0	0	1	0	3	8	2	0	0	0	3	8	0	0	0	2	0
cell_type1_240	2	7	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	13	2	12	3	1	1	2	0	0	3	0	0	0	0	0	0	6	0	0	3	0	0	6	0	1	0	0	0	0	0	0	2	0	0	1	7	0	0	4	1	0	0	0	1	0	1	2	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	1	8	0	1	1	1	1	0	0	2	0	0	0	1	0	0
cell_type1_241	4	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	3	0	3	1	0	0	0	0	0	4	0	0	0	0	0	0	6	7	0	0	2	0	0	0	0	0	0	4	0	4	0	0	0	0	1	5	1	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	2	0	2	0	0	0	0	6	1	1	0	0	4	4	4	0	1	3	0	0	5	0	1	1	0	1	1
cell_type1_242	6	1	0	2	0	0	0	0	1	0	0	3	0	0	0	4	1	2	2	1	0	4	0	0	6	1	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	14	3	0	0	5	0	0	0	0	0	0	0	3	3	0	1	1	2	0	0	0	0	1	0	0	0	0	2	0	1	0	1	2	0	2	10	1	0	0	0	0	6	4	4	1	1	0
cell_type1_243	1	0	1	3	0	3	0	0	1	4	0	9	0	0	0	1	0	1	1	2	0	2	0	1	5	2	0	1	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	7	0	0	1	2	4	0	0	0	1	1	12	0	1	1	1	0	0	0	0	0	1	1	0	2	0	0	5	1	0	0	0	1	0	2	12	0	0	1	0	3	6	0	1	1	10	1
cell_type1_244	0	0	1	0	1	0	2	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	2	0	4	0	0	0	2	1	0	3	17	1	0	0	0	2	1	0	0	0	8	0	0	0	0	0	0	0	2	2	0	3	5	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	4	0	1	1	1	6	0	1	0	0	0	2	0	5	2	0	0	0	2	1
cell_type1_245	3	0	0	0	2	1	0	0	3	2	0	1	0	1	0	0	0	0	2	0	8	3	3	0	0	0	0	3	0	0	0	0	4	0	3	2	0	2	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	2	1	0	0	2	0	0	0	0	0	5	2	0	0	0	3	0	0	2	2	0	0	6	0	0	1	0	1	2	1	1	1	4	0	0	1	0	0	4	2	6	1
cell_type1_246	0	0	2	0	2	3	1	0	1	1	1	1	0	0	0	2	1	0	2	3	10	4	1	0	0	0	0	0	0	1	0	0	2	0	6	5	0	4	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	2	0	1	0	0	0	5	0	0	0	8	1	0	0	1	0	0	0	0	0	0	1	5	0	2	2	0	3	0	1	0	1	4	0	0	2	0	0	0	0	1	2
cell_type1_247	6	1	0	1	0	0	2	3	1	0	1	0	0	4	0	5	4	0	2	0	0	0	2	1	1	2	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	17	0	1	0	5	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	2	1	0	2	0	3	0
cell_type1_248	0	0	1	2	0	0	4	0	1	0	0	5	1	0	0	1	2	1	12	0	5	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	3	1	0	0	0	0	0	4	1	0	0	3	0	2	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	13	0	0	0	0	0	24	1	0	0	3	0
cell_type1_249	0	0	0	0	2	0	0	0	3	3	0	2	0	0	0	1	2	0	10	0	4	2	0	0	1	0	0	7	1	1	0	1	4	0	3	2	0	0	0	0	0	0	0	0	0	2	7	0	0	6	0	3	0	4	0	0	1	0	0	0	0	0	0	0	6	9	0	0	0	0	0	1	0	0	2	2	0	0	0	9	4	0	0	0	0	2	0	1	0	0	0	0	0	3	2	0	0	0	3	0
cell_type1_250	1	0	0	0	1	3	0	1	2	2	1	0	0	3	0	0	0	1	4	0	0	0	0	0	4	5	0	1	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	2	3	0	0	3	0	0	1	1	0	0	0	6	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	4	0	0	0	0	1	6	2	6	0	2	0
cell_type1_251	3	0	3	0	0	1	1	0	0	1	0	0	0	1	0	0	3	0	2	0	0	0	3	1	1	1	0	2	0	0	0	1	0	0	0	4	0	0	0	0	2	1	0	3	0	0	16	0	0	5	0	0	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	2	1	1	0	2	0	1	0	7	1	0	2	0	1	3	0	1	0	10	0
cell_type1_252	4	0	0	0	1	3	4	0	1	1	1	0	0	0	0	0	2	0	2	1	6	3	0	0	4	0	0	7	1	0	0	0	1	0	8	2	0	2	0	0	1	1	2	0	0	0	7	0	0	5	0	1	0	1	0	0	0	1	3	0	0	0	0	0	0	11	0	0	1	0	0	1	0	0	0	2	0	2	0	2	3	0	2	0	6	1	0	1	3	1	0	0	0	2	1	0	3	0	2	0
cell_type1_253	0	2	3	0	0	0	2	0	1	1	0	2	0	1	0	3	0	1	4	1	0	0	0	0	1	2	0	6	0	0	0	0	1	0	4	2	0	2	1	3	0	3	2	0	0	0	1	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	2	1	1	3	4	0	0	1	0	0	8	0	1	0	1	0
cell_type1_254	0	0	0	1	0	2	0	0	0	1	0	3	0	1	0	1	7	1	9	0	0	4	1	1	3	1	0	0	0	0	0	0	3	1	0	4	1	0	0	0	1	0	0	1	0	0	1	9	0	0	0	1	0	14	1	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0	0	1	8	1	0	0	0	0
cell_type1_255	3	0	0	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	9	2	0	2	0	0	0	1	2	2	3	1	0	1	0	0	0	1	0	0	1	2	4	2	0	3	0	0	1	6	0	0	2	3	1	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	4	5	1	1	4	0	0	5	0	1	9	1	2	0	2	0
cell_type1_256	1	0	0	1	0	2	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	2	0	2	1	0	1	0	0	1	5	4	0	0	2	0	0	0	0	2	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	2	1	0	2	1	4	1	0	3	1	0	0	0	1	9	0	1	4	2	0
cell_type1_257	1	0	0	1	0	0	3	0	0	0	0	1	0	2	0	1	3	3	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	5	3	0	0	0	0	0	0	0	6	0	0	13	0	1	1	0	0	1	0	0	0	1	3	0	1	0	0	0	0	0	1	0	5	5	0	2	0	0	0	0	0	0	4	0	7	2	0	1	0	0	0	0	3	4	0	0	0	0	0	1	0	0	0	1	1
cell_type1_258	0	3	3	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	4	3	1	2	0	0	0	0	0	0	0	3	0	3	2	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	3	3	0	0	0	0	0	0	0	0	0	0	7	3	0	0	1	0	0	1	1	1	0	0	0	0	0	4	2	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	2	5	0
cell_type1_259	1	1	0	1	0	0	2	0	2	3	1	5	0	1	1	0	1	3	3	0	0	1	0	1	0	1	0	5	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	10	1	0	1	21	0	1	0	0	0	0	1	1	0	2	0	1	0	2	0	0	0	0	0	2	0	4	0	0	1	2	1	1	0	0	7	1	0	0	0	0	3	0	0	0	1	0
cell_type1_260	1	0	0	2	3	3	0	0	0	1	0	3	0	0	0	0	2	1	0	0	0	0	1	1	6	1	0	0	0	1	0	10	2	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1	8	0	0	1	0	0	0	0	0	0	1	0	10	0	0	0	0	2	0	0	0	0	3	1	0	0	0	6	2	1	0	1	0	0	0	2	1	0	3	0	1	2	3	0	0	3	0
cell_type1_261	0	1	2	0	1	0	2	5	0	4	0	2	0	2	1	3	0	0	0	0	0	9	0	0	0	1	0	0	0	1	0	0	2	2	3	1	0	0	0	2	0	0	0	1	0	0	3	0	0	7	0	0	0	2	4	0	0	1	0	0	0	0	0	2	0	21	0	1	1	0	1	0	0	0	0	1	0	0	2	6	1	0	4	0	1	2	0	2	8	0	0	0	0	2	2	1	3	2	9	0
cell_type1_262	0	0	0	0	2	0	1	2	0	5	1	2	0	1	0	0	0	0	8	0	0	0	1	0	1	0	0	0	0	4	0	0	2	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	4	3	1	0	0	0	1	0	0	0	3	0	0	10	0	1	0	0	2	0	1	13	1	0	0	0	1	2	0	0	0	4	0
cell_type1_263	2	4	2	0	1	0	0	1	1	0	1	1	0	3	0	5	1	1	1	0	3	0	0	0	1	1	0	2	0	2	0	0	1	1	3	2	0	2	0	1	0	0	0	0	1	0	9	0	0	2	0	0	0	4	3	0	2	0	0	0	0	0	1	0	1	7	0	1	2	2	2	0	1	0	0	0	0	0	0	0	3	0	1	0	0	2	5	4	8	0	0	0	0	1	6	2	1	0	1	0
cell_type1_264	4	1	0	0	2	3	1	0	0	6	1	2	0	2	1	0	0	0	7	0	1	0	2	1	1	0	0	0	0	0	0	0	2	0	3	2	0	0	1	1	0	2	0	0	0	0	6	0	0	0	0	0	1	2	0	0	0	6	0	0	0	0	0	0	5	3	0	1	1	0	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	4	0	4	1	0	0	0	1	6	0	0	0	0	0
cell_type1_265	2	0	2	0	0	3	0	0	1	2	2	0	0	0	1	3	0	0	8	0	0	4	0	1	11	2	0	1	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	12	3	0	3	0	0	0	3	1	0	0	0	0	0	0	1	0	1	0	2	0	2	6	0	1	1	1	0	2	1	2	2	0	4	3	0	0	0	2	0	0	1	11	0	1	3	0	2	10	0	1	5	8	0
cell_type1_266	0	1	2	0	1	0	5	0	2	0	1	4	1	2	0	0	0	0	2	2	15	1	1	0	2	0	0	6	0	0	2	0	1	0	3	0	0	0	0	0	1	1	1	0	0	0	2	0	1	1	0	0	0	6	1	0	3	2	1	0	0	0	0	1	4	4	0	0	1	0	0	0	0	0	0	5	0	0	0	8	2	2	1	1	2	4	0	1	1	1	0	0	0	6	0	0	0	0	5	0
cell_type1_267	0	0	2	4	0	0	5	0	0	0	0	0	1	0	0	0	2	0	0	1	12	0	4	0	0	0	0	1	0	2	0	1	0	0	8	1	0	0	0	0	1	0	0	0	0	0	4	0	0	13	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	6	1	0	2	0	1	2	0	2	0	0	0	0	0	0	0	0	4	1	1	0
cell_type1_268	10	1	3	0	0	3	3	0	1	3	1	0	0	1	0	0	3	0	0	0	0	3	0	2	0	3	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	9	1	0	0	4	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0	0	5	0	1	0	0	1	0	2	0	3	2	0	3	21	0	0	8	0	0	5	1	0	0	9	0
cell_type1_269	7	0	0	0	0	6	1	0	1	1	1	1	0	0	0	0	2	0	7	0	0	0	0	0	4	2	0	0	0	0	1	0	2	0	8	0	2	5	2	0	0	0	0	0	0	1	4	0	0	1	0	0	0	16	5	0	0	1	0	1	0	0	1	0	1	3	0	0	2	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	1	0	2	0	5	0	1	5	0	1	0	0	3	0	6	0
cell_type1_270	4	3	0	0	1	0	0	0	1	6	2	0	0	0	0	3	0	0	2	2	1	0	1	1	9	1	0	1	0	0	0	0	0	0	7	2	2	0	0	0	0	0	0	3	1	0	0	1	1	2	0	1	0	0	3	0	1	8	0	0	0	0	0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	4	0	0	11	0	1	0	0	0	5	0	0	0	4	0
cell_type1_271	1	0	1	0	1	0	2	0	1	5	1	2	0	1	0	0	3	0	1	1	0	0	1	3	3	2	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	2	0	2	2	0	3	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	2	0	0	6	8	1	2	0	4	0	0	3	1	0	0	1	0	1	22	0	1	0	2	0
cell_type1_272	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0	0	0	2	4	5	4	0	2	0	3	1	0	0	0	0	0	1	0	0	1	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	5	0	0	0	0	1	4	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	2	0	0	4	2	0	0	5	5	0	1	0	0	1	11	0	0	0	2	0
cell_type1_273	0	0	0	0	4	2	6	0	2	2	0	2	0	1	0	1	0	0	2	1	0	1	0	2	8	1	0	2	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	3	13	0	0	0	0	3	2	1	1	0	4	0
cell_type1_274	0	0	0	1	1	1	2	0	1	3	0	0	0	2	0	1	2	0	1	0	9	3	3	0	0	0	0	0	0	0	0	1	0	0	8	1	0	1	0	0	5	1	0	2	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	2	0	1	0	0	2	2	0	0	0	1	1
cell_type1_275	0	0	7	0	2	0	0	0	0	3	4	3	0	0	0	2	1	1	0	2	5	0	2	1	0	0	0	3	0	0	1	0	2	0	4	15	0	0	0	1	2	1	0	0	0	1	5	0	0	12	0	0	0	10	3	0	5	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	3	0	0	0	0	0	0	7	0	0	0	0	0	6	2	4	0	0	6	0	0	3	2	0	2	2	2	0
cell_type1_276	0	0	0	3	1	2	0	8	0	0	1	2	0	2	0	0	0	1	3	0	1	0	3	1	0	0	0	8	0	0	0	0	2	0	5	3	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	3	5	0	0	0	1	0	0	1	1	0	0	0	9	0	0	0	0	0	0	2	0	1	0	0	0	0	1	5	3	1	0	5	2	0	2	1	0	0	0	0	5	0	1	3	0	8	0
cell_type1_277	1	2	3	0	1	1	2	0	1	0	3	5	0	0	0	1	0	1	3	0	5	0	0	3	2	0	0	1	0	1	0	1	2	0	6	4	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	4	0	0	4	0	2	2	0	0	1	1	0	0	3	1	0	0	1	1	0	0	0	4	0	0	0	0	0	0	2	0	0	0	3	3	0	4	6	0	0	0	0	5	0	0	1	0	2	0
cell_type1_278	6	1	1	0	0	0	0	2	1	3	2	0	0	1	0	0	0	2	7	0	0	1	3	1	3	5	0	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	1	3	0	1	0	0	0	5	2	0	1	5	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	7	0	0	0	1	0	0	1	2	2	0	0	0	4	5	2	3	0	5	0
