gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
cell_type1_229	0	3	1	0	1	1	0	0	2	0	0	0	0	1	0	0	0	1	0	3	0	0	0	11	3	1	1	0	1	2	2	0	0	0	0	4	0	1	0	5	1	0	2	0	3	0	0	2	1	1	1	0	5	1	0	0	0	0	5	2	3	0	0	6	0	9	2	1	1	0	1	0	3	3	0	8	0	1	1	0	0	0	0	0	10	0	6	2	2	0	0	0	0	1	1	0	0	2	1	0
cell_type1_230	0	2	0	4	1	0	5	4	0	0	1	0	0	0	0	0	1	1	0	13	1	0	5	3	6	2	1	0	2	0	0	0	0	1	0	2	1	1	0	0	0	0	0	7	0	4	0	2	0	11	4	0	0	6	0	0	2	0	2	0	0	2	0	1	1	0	0	4	0	0	1	0	0	2	1	0	6	0	0	1	0	0	0	1	3	0	7	3	0	0	0	0	0	0	1	1	0	0	0	0
cell_type1_231	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	11	4	0	4	3	0	0	0	0	0	0	0	6	1	2	0	0	0	0	0	2	0	6	0	1	0	1	1	0	1	0	0	0	3	0	4	0	0	3	3	2	0	3	3	7	0	1	0	0	0	0	1	1	4	1	1	1	0	1	0	1	0	1	2	3	0	0	2	0	0	0	2	0	0	1	2	0
cell_type1_232	0	0	0	1	0	2	7	0	2	1	0	0	1	1	0	1	1	0	0	2	0	0	0	12	9	0	0	0	0	0	0	0	0	2	0	0	3	3	1	5	2	0	0	2	1	5	5	1	0	2	3	1	1	0	0	2	1	0	0	7	1	1	2	7	1	0	0	0	0	1	2	0	0	5	3	5	3	3	0	0	1	0	0	0	3	0	3	1	1	0	0	0	0	1	0	0	0	2	0	0
cell_type1_233	2	3	1	1	0	7	0	2	0	1	0	0	1	0	2	0	0	1	0	2	1	0	1	5	7	0	0	0	0	1	0	0	0	2	0	11	5	0	0	3	2	3	0	3	1	2	0	0	0	7	1	0	0	6	1	0	0	0	3	5	0	8	1	1	5	8	1	0	1	0	0	0	0	2	0	1	0	1	0	1	0	0	1	0	5	0	1	0	0	0	0	0	0	0	2	2	1	2	0	0
cell_type1_234	1	1	0	1	0	4	2	0	0	1	0	0	0	0	3	1	0	4	1	0	0	1	6	10	8	0	0	0	3	2	1	0	0	1	0	5	0	5	0	0	2	1	0	1	1	2	0	1	0	0	9	0	2	2	0	0	2	0	0	2	0	0	3	0	1	0	1	1	0	0	4	0	0	1	4	4	4	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	1	1
cell_type1_235	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	2	0	1	1	0	14	0	0	0	0	0	1	0	0	4	0	0	1	3	1	0	0	4	1	1	0	0	0	0	0	7	1	0	3	2	0	0	9	0	1	1	0	1	11	1	2	0	5	1	1	1	0	1	0	5	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0
cell_type1_236	0	1	0	0	0	0	3	0	3	1	0	0	0	7	0	0	0	1	0	6	1	0	4	8	7	0	0	12	1	1	1	1	0	2	2	0	1	0	0	3	0	0	1	2	0	1	0	0	0	6	5	0	2	2	0	1	9	0	3	2	0	2	1	3	3	0	0	0	0	0	2	0	0	1	4	3	2	2	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell_type1_237	0	1	1	0	0	0	1	0	0	2	0	0	2	0	0	3	1	4	0	6	0	0	0	3	5	0	1	0	1	0	0	0	0	3	0	3	0	0	0	1	1	1	1	1	3	4	0	0	0	0	3	0	4	0	0	0	8	0	2	3	0	3	11	0	4	1	0	0	0	0	0	0	0	0	2	1	6	0	1	0	1	0	0	0	3	0	6	4	0	0	2	0	0	0	1	0	0	1	1	0
cell_type1_238	0	6	1	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	9	8	2	0	2	4	0	0	0	0	3	0	4	1	0	0	5	0	3	0	2	1	0	0	1	0	0	0	3	1	0	0	0	4	0	1	2	4	3	5	8	6	0	0	4	0	0	0	0	0	0	2	3	2	2	0	0	0	2	0	0	5	0	3	0	3	1	0	0	0	0	0	6	0	0	1	0
cell_type1_239	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	2	0	1	0	6	0	1	4	3	7	0	0	0	2	1	1	0	0	1	0	4	3	0	0	4	0	1	2	0	1	3	0	1	0	7	0	1	1	0	0	0	6	0	0	3	0	0	2	3	5	0	2	2	2	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	5	0	6	0	3	4	0	0	0	0	0	0	0	0	1	0
cell_type1_240	1	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	4	14	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	3	0	1	3	1	0	0	1	0	0	0	3	2	0	0	1	0	6	2	1	3	3	1	2	0	1	2	0	0	0	0	0	2	0	0	5	0	1	1	0	0	0	0	2	0	2	0	1	0	1	0	0	6	4	3	0	1	0	2
cell_type1_241	0	0	2	0	1	0	0	1	2	0	0	0	0	0	4	2	0	2	0	1	1	0	2	7	0	2	1	0	2	0	0	0	0	1	0	4	4	0	1	5	0	0	3	0	1	0	1	0	1	2	2	2	3	3	0	4	2	0	3	2	1	0	4	1	3	2	0	1	0	0	0	0	0	0	1	0	3	3	0	0	1	1	0	0	7	1	3	4	3	0	0	0	0	0	0	0	1	0	0	1
cell_type1_242	0	1	1	1	2	0	2	0	0	1	0	0	0	6	1	0	0	0	0	3	1	0	1	7	6	0	2	6	1	2	0	1	0	2	0	0	0	0	0	0	2	0	0	0	1	7	2	0	0	0	2	0	1	0	0	0	4	0	1	1	0	1	0	17	6	0	0	0	0	0	7	1	0	0	3	2	10	1	0	2	1	0	0	1	5	2	1	4	0	0	2	0	0	0	3	0	0	0	3	0
cell_type1_243	0	5	0	0	0	1	6	0	0	0	0	0	0	0	2	0	0	0	0	7	0	1	1	2	6	0	0	1	1	1	0	0	0	3	1	3	0	0	0	6	1	6	2	0	0	3	0	3	0	7	2	0	4	0	0	0	5	0	4	1	0	0	0	2	6	0	0	0	0	0	0	0	0	1	6	2	2	0	0	1	4	0	1	1	12	0	0	2	3	0	0	0	0	1	1	0	0	0	1	0
cell_type1_244	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	3	0	0	0	0	0	5	6	1	1	3	5	1	1	0	0	5	0	1	0	0	0	4	5	5	0	2	0	4	0	0	0	3	3	0	1	0	0	0	0	0	7	2	0	6	6	5	0	4	1	11	0	0	0	0	0	1	5	3	0	0	1	1	2	0	0	0	10	0	0	0	0	0	0	0	0	1	13	0	0	0	1	2
cell_type1_245	0	2	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	2	0	0	0	4	0	6	4	0	1	5	0	4	0	0	0	0	0	3	2	1	0	1	0	3	0	0	0	10	0	0	0	3	9	0	3	0	0	0	6	0	5	0	0	5	6	0	2	1	1	0	0	0	3	0	1	3	1	1	3	1	0	0	2	0	2	0	6	0	5	0	0	0	1	0	0	0	0	0	0	2	1	2
cell_type1_246	0	3	1	1	0	1	11	0	0	2	0	0	2	0	1	0	1	2	0	1	0	0	1	7	9	0	1	0	1	4	0	1	0	0	1	6	0	1	0	0	0	3	0	0	0	3	0	0	0	3	0	1	14	2	0	0	3	0	2	2	0	5	1	0	2	0	1	3	0	0	1	1	0	0	0	6	4	0	0	1	0	0	0	2	15	0	1	0	1	0	2	0	0	0	0	0	1	3	0	0
cell_type1_247	1	0	0	0	1	8	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	1	15	0	3	0	3	0	1	1	1	0	0	0	0	1	0	2	0	1	0	1	0	0	0	3	0	1	0	16	5	0	4	0	0	1	2	0	8	0	0	3	0	1	1	0	0	5	0	0	3	0	0	1	1	1	0	2	0	0	1	0	0	0	6	0	6	2	0	0	0	0	0	0	1	1	0	0	0	0
cell_type1_248	2	1	0	1	0	1	6	0	3	0	0	0	0	0	0	0	0	0	3	2	0	4	0	4	5	0	1	0	2	1	1	0	0	2	0	3	0	0	0	3	0	1	0	1	0	3	0	7	0	1	2	0	2	4	0	0	1	0	5	1	1	2	4	3	0	2	6	7	0	0	0	1	0	1	0	1	1	3	0	0	3	0	0	0	2	0	11	0	2	0	0	0	2	1	2	0	0	0	1	1
cell_type1_249	1	1	0	1	0	2	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	6	5	4	1	0	0	2	1	0	1	0	0	2	3	4	13	0	5	0	1	0	3	2	0	0	0	0	4	4	0	1	9	0	0	3	0	1	0	0	4	0	2	7	5	1	11	0	0	2	0	0	2	0	1	1	0	0	1	1	0	0	0	33	0	8	1	2	0	0	0	0	0	2	1	0	1	1	0
cell_type1_250	2	3	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	1	0	0	1	4	14	0	1	3	4	1	0	0	0	2	0	1	2	3	1	8	1	3	0	0	8	6	0	3	1	2	2	2	1	0	0	0	0	0	0	1	2	2	5	0	2	1	4	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0
cell_type1_251	2	0	1	1	0	1	8	0	6	1	0	0	0	0	1	0	0	0	0	3	0	0	10	10	0	1	1	3	2	0	0	0	0	1	0	4	1	4	0	4	0	0	0	0	1	2	6	1	0	1	9	2	1	0	0	1	4	0	2	2	0	1	1	0	9	0	0	4	0	1	0	0	0	1	1	1	5	4	0	1	0	1	0	0	8	0	8	0	0	0	0	0	0	1	1	1	1	2	1	1
cell_type1_252	0	0	4	0	0	0	4	0	1	0	0	0	0	0	1	0	1	1	0	2	0	0	2	4	13	1	2	4	1	0	1	0	0	1	0	2	0	2	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	11	0	0	1	5	0	0	0	3	0	0	0	0	1	1	0	3	6	0	0	2	1	0	0	0	22	0	5	2	2	0	1	0	0	1	4	0	0	1	0	1
cell_type1_253	0	1	2	3	2	0	7	0	0	2	1	0	0	0	0	0	0	0	1	4	0	0	4	5	0	0	1	0	5	0	0	0	0	0	1	6	2	0	0	2	0	2	0	0	0	1	3	1	0	2	0	1	3	3	0	1	4	0	5	3	0	1	0	4	1	5	2	0	0	0	0	1	0	0	0	2	6	0	1	0	2	0	0	0	1	0	1	3	2	0	0	0	0	0	0	0	0	1	0	0
cell_type1_254	0	1	1	1	1	0	0	0	0	2	0	0	0	2	0	1	2	2	0	1	0	2	1	3	19	0	0	0	0	1	0	0	0	2	1	4	2	0	1	4	0	1	0	0	0	1	4	9	1	2	1	1	0	1	0	0	3	0	2	1	0	0	1	2	1	0	3	0	0	0	0	0	0	3	0	9	3	2	0	1	0	0	0	0	36	2	6	1	1	0	0	0	0	0	2	0	0	1	0	1
cell_type1_255	0	8	2	0	1	0	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	10	6	8	1	0	0	3	4	1	0	0	0	0	4	0	1	0	2	0	1	1	0	0	2	0	0	0	1	2	1	1	1	1	1	0	0	4	3	0	0	6	2	5	0	7	3	0	0	1	0	0	1	0	0	27	8	0	0	0	0	0	0	4	0	3	0	0	0	2	0	0	3	9	0	0	0	0	0
cell_type1_256	5	1	0	0	0	0	3	1	0	0	0	0	0	0	1	0	2	1	0	0	5	2	1	4	4	1	2	0	0	0	1	0	0	0	0	8	0	0	0	3	0	5	0	1	0	1	0	0	1	4	1	0	1	2	0	1	0	0	4	1	1	1	3	7	1	0	1	0	1	2	0	0	0	0	2	0	1	0	0	0	1	1	0	0	17	1	0	2	0	1	1	0	0	0	3	0	0	0	0	1
cell_type1_257	0	4	1	0	0	2	0	0	2	3	0	0	0	1	0	1	0	0	0	2	3	1	1	1	4	0	5	2	3	0	0	0	0	2	0	1	0	3	0	4	2	2	0	1	1	0	0	1	0	2	3	2	0	0	0	0	0	0	2	0	0	1	0	0	2	1	3	14	0	2	1	0	0	0	0	1	3	0	1	0	1	0	0	1	14	0	0	2	0	0	0	0	0	1	5	0	0	1	2	1
cell_type1_258	3	1	0	1	2	1	0	1	1	0	0	0	0	0	2	2	0	1	0	0	0	0	0	5	4	1	4	0	6	1	2	0	0	0	0	0	0	1	0	3	0	6	0	0	0	0	0	6	0	4	0	1	2	1	0	0	2	0	2	2	0	1	0	0	7	1	1	5	0	0	1	0	0	1	6	2	17	0	0	0	1	1	0	0	5	0	1	1	2	0	0	0	0	6	1	0	0	1	0	0
cell_type1_259	2	1	1	1	0	2	6	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	7	11	0	0	0	2	2	0	0	0	1	0	3	2	0	1	4	0	2	1	0	0	2	0	0	1	0	1	3	5	0	0	0	3	0	1	0	1	6	3	1	0	1	0	0	0	0	1	0	1	2	0	0	4	0	0	1	0	0	0	0	6	1	3	6	0	0	0	0	0	0	1	0	0	1	1	2
cell_type1_260	0	1	5	0	1	3	0	0	2	0	2	0	0	5	0	0	1	0	0	6	1	0	0	1	16	0	0	3	0	1	0	0	0	0	0	3	4	1	0	3	1	3	2	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	1	2	2	2	1	0	0	0	0	1	0	1	1	2	0	11	0	0	0	0	0	0	0	0	0	0	16	0	1	4	0	0	0	0	0	0	2	0	0	0	1	1
cell_type1_261	2	8	3	0	1	4	6	0	0	2	0	0	0	3	0	0	0	0	0	1	0	0	2	9	23	0	1	1	1	5	0	0	0	0	1	1	6	0	0	0	0	1	0	0	0	1	0	0	0	12	5	3	5	0	0	0	2	0	1	0	1	0	3	0	2	1	0	2	0	0	1	0	1	1	0	1	4	0	2	0	2	0	0	0	0	0	3	2	0	0	0	0	0	0	2	1	0	0	0	1
cell_type1_262	0	1	0	1	1	1	5	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	5	14	0	2	0	1	6	0	0	0	0	0	7	0	0	0	2	0	0	1	0	1	1	0	0	0	3	0	2	1	0	0	3	2	0	2	0	1	2	1	1	4	0	2	1	0	0	0	0	0	1	3	3	2	1	2	0	0	1	1	2	7	0	5	2	0	1	0	1	0	0	0	0	3	0	0	1
cell_type1_263	2	0	0	1	3	7	7	0	1	2	0	0	0	2	1	3	1	0	0	10	2	0	1	7	5	0	0	1	0	2	1	0	0	1	1	4	0	0	0	6	0	6	1	2	1	2	0	5	0	8	2	2	3	3	0	0	5	0	1	1	2	2	5	2	8	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	1	0	1	4	0	0	5	9	1	0	0	0	0	1	0	0	2	0	0
cell_type1_264	0	5	0	1	1	1	8	0	8	1	0	0	0	0	0	0	1	0	0	5	0	0	0	1	12	0	1	0	1	0	0	0	0	0	0	5	6	2	0	3	1	1	0	1	0	0	0	1	0	6	2	0	1	1	1	0	1	0	1	10	0	0	1	2	5	1	0	2	0	0	1	0	0	1	0	4	16	0	0	2	1	0	0	1	9	3	3	0	0	0	0	0	1	0	1	1	0	1	0	1
cell_type1_265	0	9	0	2	0	1	4	0	1	0	0	0	0	0	0	1	1	0	0	2	0	1	1	2	3	0	0	0	1	1	1	0	0	0	0	4	0	0	0	8	1	4	1	0	0	15	0	0	0	0	1	1	0	1	0	0	4	0	2	0	0	2	4	3	1	1	4	0	0	1	0	0	1	0	0	4	2	0	0	4	0	1	0	0	6	0	10	2	3	0	0	0	0	0	2	0	3	0	2	0
cell_type1_266	0	0	0	0	0	4	3	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	2	11	26	0	0	0	1	0	0	0	0	0	0	4	0	0	0	3	1	4	0	0	0	0	0	19	0	0	0	2	0	1	0	0	0	0	1	0	2	1	0	4	3	1	0	0	0	0	0	0	0	7	5	4	0	1	0	1	1	2	0	1	5	0	0	1	0	0	0	0	0	2	1	0	0	1	3	0
cell_type1_267	2	1	0	0	0	3	6	0	1	0	1	0	2	2	0	1	0	0	0	1	0	0	1	6	5	0	2	3	0	1	0	0	0	0	0	2	0	1	0	6	0	1	0	0	0	12	0	0	0	9	3	0	4	8	0	1	2	0	6	0	1	2	2	5	3	1	0	0	0	2	0	0	0	1	2	0	1	0	0	0	2	2	0	1	1	0	1	1	0	0	0	0	1	2	4	1	0	0	1	0
cell_type1_268	0	5	1	0	4	6	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	2	8	5	0	1	4	3	1	0	0	0	1	0	1	0	1	1	5	2	1	0	0	0	1	0	0	0	0	3	0	0	4	0	0	1	0	7	0	0	0	0	2	2	2	5	0	0	1	2	0	0	6	0	4	2	1	2	3	0	0	0	0	5	0	4	2	0	0	0	0	0	0	4	0	0	0	0	0
cell_type1_269	1	4	4	1	0	0	1	0	0	1	0	0	0	2	0	0	2	0	0	3	2	0	0	6	7	0	0	4	0	5	1	0	0	3	0	2	1	7	0	0	3	1	0	0	0	0	1	1	1	1	5	2	3	0	0	1	4	0	3	0	0	2	1	1	4	0	0	3	0	0	0	0	0	0	0	4	1	4	0	1	0	0	0	0	5	0	1	2	0	0	0	0	4	0	0	0	0	2	0	2
cell_type1_270	0	0	0	0	0	4	5	0	1	0	0	0	0	4	0	1	0	0	0	0	3	3	6	19	19	0	3	2	3	1	1	2	0	0	0	0	6	0	0	1	0	1	0	2	1	3	0	1	0	4	2	0	2	0	0	1	2	0	2	0	0	0	2	3	2	4	1	3	0	0	0	0	1	3	2	2	9	2	0	0	0	0	0	0	9	4	24	3	2	0	0	0	0	0	10	1	1	0	0	3
cell_type1_271	2	0	0	1	1	1	10	0	1	2	0	0	0	0	0	1	0	0	0	1	5	2	8	1	4	4	0	1	0	2	0	0	0	0	0	4	0	6	0	2	0	0	1	9	0	0	3	15	0	2	3	1	0	9	3	0	1	0	1	0	1	1	0	2	1	0	0	4	1	0	0	0	0	8	1	0	9	0	0	0	0	0	0	0	18	0	2	2	1	0	0	0	0	1	0	1	0	1	0	1
cell_type1_272	1	5	2	1	1	0	8	0	2	1	0	0	1	0	0	0	0	3	2	6	1	1	0	6	3	0	0	2	0	2	0	0	0	1	0	1	0	4	0	1	0	0	0	0	0	3	1	0	1	2	2	6	0	0	1	0	0	0	2	6	0	0	5	2	11	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0
cell_type1_273	0	3	0	0	2	1	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	3	1	0	2	4	1	8	0	0	0	0	0	5	4	1	0	3	1	0	0	1	0	2	0	3	0	13	1	1	0	5	0	0	1	0	6	0	0	4	2	3	2	1	3	3	3	0	0	0	0	0	4	0	2	1	0	1	0	0	0	0	3	0	2	5	1	0	0	0	0	0	4	0	0	0	2	0
cell_type1_274	0	0	0	3	0	1	6	0	4	1	0	0	0	0	1	2	0	0	0	1	2	0	1	0	6	0	1	3	6	5	1	2	0	0	0	5	1	4	0	1	0	1	0	1	1	6	6	6	0	1	2	1	2	2	0	0	3	0	3	2	0	1	1	0	2	1	0	5	0	0	0	0	0	4	0	0	6	1	0	3	0	3	0	1	7	0	1	1	0	0	0	0	0	0	4	0	0	0	1	0
cell_type1_275	1	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	1	0	0	5	0	0	7	11	18	0	2	0	0	1	0	1	1	0	0	3	4	5	0	3	1	0	1	0	0	2	0	7	1	6	1	0	5	2	0	0	1	0	0	5	0	0	2	0	2	0	0	8	0	1	0	0	0	4	0	0	0	0	1	1	0	0	0	0	6	0	2	1	1	0	0	0	0	0	9	3	0	0	0	0
cell_type1_276	0	0	0	1	3	0	1	0	0	0	0	0	0	2	1	1	2	1	1	1	0	0	0	3	9	0	0	0	0	0	1	0	0	0	3	1	2	0	0	0	3	0	2	0	0	8	0	0	0	6	3	0	2	3	1	0	5	0	0	3	0	1	1	6	13	0	0	8	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	5	1	1	0	0	0	0	11	1	0	0	3	0
cell_type1_277	0	2	0	0	1	5	3	0	2	1	2	0	0	0	0	1	1	2	0	5	0	0	0	2	9	0	0	1	0	2	0	0	0	0	0	0	4	1	0	4	0	1	0	1	0	4	0	1	0	5	0	0	1	1	0	0	2	0	7	10	0	0	1	0	2	1	0	1	0	0	0	0	0	1	0	6	2	0	2	1	0	0	1	0	7	0	10	1	6	0	0	0	0	3	0	2	0	1	0	1
cell_type1_278	0	5	0	0	4	3	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	1	0	9	5	0	2	0	0	0	0	1	0	0	1	1	4	1	0	1	0	0	0	0	0	2	2	4	0	5	8	1	4	0	0	0	3	0	2	6	0	1	1	8	2	2	0	3	0	1	0	0	0	2	0	1	6	0	0	0	0	0	0	0	8	1	2	1	1	0	3	0	1	0	0	0	0	1	0	0
cell_type1_279	5	0	0	3	2	2	0	0	2	0	2	0	1	0	1	0	1	0	0	3	0	0	6	5	8	2	0	2	0	3	1	0	0	0	1	10	0	0	0	15	0	0	0	3	5	0	0	0	0	2	3	0	12	14	0	0	3	0	2	3	1	0	2	7	8	1	0	0	0	1	0	0	0	6	1	6	4	1	0	1	0	1	1	1	3	0	4	0	0	0	0	0	0	0	9	0	1	0	1	0
cell_type1_280	0	0	3	0	0	2	5	0	0	1	1	0	0	12	0	0	1	1	0	0	1	0	0	9	7	0	1	0	1	0	3	2	0	2	0	0	0	1	0	1	0	5	0	1	0	1	0	7	1	3	0	2	8	0	0	0	0	0	1	1	1	2	9	2	1	1	3	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	20	0	3	0	0	0	1	0	1	0	6	0	1	1	0	0
cell_type1_281	0	1	0	0	1	3	1	0	0	0	0	0	0	4	1	0	0	0	0	14	0	0	0	1	12	2	0	0	6	2	2	0	0	1	0	4	0	7	0	0	1	2	1	0	0	0	0	0	0	0	2	0	0	1	0	0	10	0	0	0	0	5	3	6	1	8	2	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	1	18	0	3	1	1	0	0	0	1	0	1	0	0	0	0	0
cell_type1_282	3	2	0	2	1	1	4	0	0	3	2	0	0	1	1	0	0	0	0	9	0	0	0	3	14	3	1	0	0	3	1	0	0	0	0	1	1	2	0	1	0	1	0	0	1	0	0	0	3	1	1	0	2	1	0	0	5	0	0	4	0	3	2	2	3	1	0	0	0	0	0	0	0	11	0	3	7	0	0	0	0	1	0	0	9	0	3	0	0	0	0	0	0	0	0	1	0	1	1	2
cell_type1_283	1	7	0	0	2	3	2	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	11	3	7	0	1	0	1	0	2	0	0	3	0	6	0	2	0	4	0	5	1	0	0	1	1	0	1	4	1	0	1	5	0	0	4	0	0	3	0	1	1	0	2	10	0	1	0	0	1	0	0	5	1	0	9	6	0	0	1	2	0	3	9	0	5	1	2	1	0	0	0	0	4	5	0	1	0	0
cell_type1_284	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	14	1	0	1	2	7	0	1	0	2	0	1	0	0	0	0	5	2	0	0	0	2	0	0	0	2	2	4	1	1	15	1	0	7	2	0	0	3	0	0	0	0	0	1	1	5	0	0	0	0	1	1	0	0	0	3	1	2	4	1	1	1	2	0	0	7	7	0	1	0	1	0	2	0	1	1	0	0	1	0	2
cell_type1_285	0	1	0	0	3	3	0	1	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	6	5	6	0	0	0	0	0	0	0	1	0	5	1	0	0	1	1	3	0	0	0	2	1	0	0	1	3	1	5	1	0	0	1	0	3	0	0	0	0	2	5	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	1	3	0	1	2	1	1	2	2	0	0	3	0	0	0	0	0
cell_type1_286	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	2	1	3	0	5	8	0	0	6	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	2	0	9	0	0	0	4	8	0	0	1	0	0	3	0	4	2	0	6	3	2	3	2	1	0	0	0	0	0	0	0	0	0	8	0	1	0	1	0	0	1	9	5	8	0	3	0	1	0	0	2	0	0	0	1	3	1
cell_type1_287	1	13	0	0	0	1	0	0	3	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	5	4	1	0	0	0	3	0	0	0	0	3	3	3	0	4	0	1	0	8	0	6	0	4	0	3	0	3	2	0	1	0	2	0	0	0	0	0	6	0	12	2	2	4	0	0	0	0	0	1	2	0	4	1	0	0	0	0	0	0	9	0	5	4	1	0	1	0	0	0	9	3	0	0	0	0
cell_type1_288	1	2	0	0	0	5	1	1	2	2	0	0	0	0	0	0	1	1	0	5	2	0	0	5	9	1	1	0	1	0	2	0	0	0	0	2	0	1	0	2	0	6	0	2	0	0	0	2	0	8	2	0	5	0	1	0	0	0	0	2	0	0	1	3	21	0	3	4	0	0	0	1	0	6	0	4	5	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	1	2	0	1	0	4	0
cell_type1_289	1	0	0	2	0	6	1	0	1	2	0	0	1	2	0	0	0	0	0	2	0	0	3	6	18	0	0	0	1	2	1	0	0	0	1	4	0	1	0	8	0	2	0	0	0	0	0	1	1	4	2	1	0	2	0	0	3	0	14	0	1	0	3	4	2	0	6	0	0	0	0	4	0	0	0	0	4	0	0	1	1	0	0	0	5	0	6	2	0	0	1	0	0	0	7	2	0	0	1	3
cell_type1_290	0	1	0	0	2	0	2	0	1	0	0	0	0	0	0	0	1	0	3	0	3	0	1	4	10	2	1	1	2	2	2	1	0	0	3	13	1	7	1	9	1	1	0	3	0	5	1	0	0	8	0	0	0	8	0	0	1	0	1	11	0	1	0	1	0	1	0	3	0	0	0	0	1	0	1	7	8	1	0	0	0	1	0	0	10	0	1	0	4	0	0	0	0	0	2	3	1	0	0	0
cell_type1_291	0	3	1	3	0	1	9	0	5	0	0	0	0	0	2	1	1	3	0	2	0	3	0	8	6	0	2	9	2	1	1	0	0	0	0	2	0	2	2	0	0	2	0	2	1	5	0	2	0	0	2	1	0	1	0	0	12	0	4	1	0	0	2	0	8	0	0	4	0	0	0	0	0	3	1	5	0	1	0	0	0	0	0	1	11	2	12	2	3	0	0	0	0	0	5	0	1	1	1	1
cell_type1_292	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	7	0	1	0	4	2	7	0	1	0	0	0	0	0	0	0	1	3	0	0	0	8	1	2	0	5	0	1	0	0	0	8	4	0	0	1	0	1	0	0	3	2	0	1	2	3	0	2	2	1	0	1	0	0	0	6	0	0	0	1	0	1	0	0	0	0	7	0	0	4	2	0	1	0	0	0	7	0	0	3	1	0
cell_type1_293	2	12	0	1	0	1	7	0	2	1	0	0	0	0	0	1	0	0	1	4	0	0	1	1	15	0	0	0	2	2	0	0	0	2	0	3	0	1	0	4	0	1	0	0	1	0	0	3	2	2	3	0	3	0	0	1	7	0	5	0	0	0	2	5	6	3	1	7	0	0	1	1	0	0	0	0	7	6	0	0	1	0	0	0	7	0	10	1	5	1	0	0	0	0	1	0	0	1	1	0
