gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
cell_type1_337	0	0	0	4	5	0	4	0	0	0	0	0	0	14	0	7	0	4	2	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	0	5	0	0	0	14	3	0	4	6	0	0	0	4	0	0	0	0	0	1	0	0	0	0	2	0	1	0	2	4	0	1	13	0	0	0	1	0	0	0	0	0	5	0	2	2	0	4	2	0	5	0	1	2	0	0	0	0	0	0	1	0
cell_type1_338	0	0	0	0	0	0	0	2	0	1	1	0	0	0	3	0	0	0	0	0	0	0	3	0	0	6	1	0	0	0	0	0	2	1	1	0	2	1	0	4	0	0	9	5	6	8	0	1	0	0	0	0	0	0	0	3	0	3	1	0	1	0	0	0	3	0	2	0	0	7	2	1	0	0	0	1	0	4	0	1	1	0	0	0	1	0	0	0	1	0	2	2	0	0	0	0	0	0	0	1
cell_type1_339	0	3	0	3	0	0	2	0	0	2	1	0	0	11	0	1	0	0	0	0	0	0	2	0	0	4	1	0	0	4	0	0	5	0	0	10	1	0	0	7	0	0	0	1	4	0	0	1	0	0	0	4	0	1	0	0	0	0	1	0	0	0	1	0	2	0	3	0	0	0	3	0	2	0	6	0	1	0	0	0	3	1	0	3	0	5	2	0	4	0	1	3	1	0	0	0	2	0	1	0
cell_type1_340	0	0	0	2	6	0	0	0	0	5	0	3	0	2	0	4	1	0	0	0	0	0	1	0	3	0	0	0	0	5	1	0	0	0	0	1	0	0	2	1	0	1	0	5	6	3	0	2	0	0	0	10	0	0	0	0	0	0	2	0	0	0	5	0	0	0	4	0	0	1	1	0	0	0	5	0	0	0	0	0	8	0	0	0	1	3	3	0	1	0	0	0	0	0	0	1	1	0	0	0
cell_type1_341	0	0	0	1	0	0	8	0	0	1	1	0	0	6	0	0	0	6	1	0	0	0	1	0	3	13	0	0	1	0	4	0	3	1	0	0	3	1	0	1	0	1	2	7	0	1	0	0	0	0	2	0	0	0	0	1	0	1	7	4	0	0	4	0	1	0	5	5	0	15	5	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
cell_type1_342	0	0	1	0	0	0	0	1	0	0	0	0	0	11	0	6	0	3	4	0	0	1	4	0	4	0	0	0	0	0	0	0	0	1	0	8	0	0	0	4	0	1	0	2	0	8	6	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	6	0	1	1	0	2	2	1	2	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0
cell_type1_343	0	2	0	1	0	2	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	1	1	0	4	1	0	0	3	0	7	0	0	1	4	1	0	0	0	0	0	0	0	1	1	0	0	0	2	2	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	3	0
cell_type1_344	0	0	0	4	2	0	1	0	0	1	0	0	0	5	0	3	0	1	1	0	0	0	10	0	0	7	0	1	0	4	1	0	0	1	0	3	2	0	2	3	0	0	0	1	1	10	4	1	0	0	0	2	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	0	0	10	2	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	0	0	0	3	1	2	0
cell_type1_345	0	4	0	3	0	0	0	0	0	3	7	0	0	0	0	0	0	1	0	0	1	0	3	0	2	6	0	0	0	12	0	0	1	0	1	0	2	0	0	5	0	0	3	5	0	7	0	0	0	3	1	3	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	12	12	0	0	0	0	2	0	0	0	4	1	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	3	0	3	1
cell_type1_346	0	0	0	1	4	0	1	1	0	1	0	0	0	0	0	18	1	5	1	0	0	0	3	0	1	0	0	0	0	6	1	0	0	0	0	2	0	0	0	5	0	0	7	4	5	4	1	4	0	2	3	3	0	1	0	0	0	1	3	0	0	0	4	1	1	0	0	0	0	2	6	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0
cell_type1_347	0	0	0	1	0	0	1	0	0	2	0	0	0	3	0	0	1	1	1	0	0	0	4	0	2	11	0	0	0	2	0	0	1	0	3	0	1	2	0	7	0	0	1	5	1	10	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	4	0	0	7	0	0	4	0	0	0	0	0	1	1	0	1	0	5	0	0	0	1	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0
cell_type1_348	0	1	0	3	1	0	2	0	1	3	0	0	0	8	0	3	0	0	0	0	0	0	5	0	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	4	6	0	2	0	8	0	3	1	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	3	0	0	2	0	3	0	0	0	2	0	6	0	2	0	2	1	0	0	2	0	0	3	0	0	1	0	0	2	0	0
cell_type1_349	0	0	0	0	3	0	0	0	3	0	2	0	2	2	0	4	0	0	2	0	2	0	2	0	2	5	0	0	0	5	0	0	1	1	0	2	0	0	0	4	1	0	0	2	1	13	0	2	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	11	0	0	0	0	2	0	0	1	0	0	0	0	0	3	4	3	2	1	3	1	0	3	0	0	1	0	0	0	0	1	0	0	0
cell_type1_350	0	1	0	1	0	0	0	0	1	7	0	2	1	3	0	1	0	1	0	0	0	0	3	1	1	1	0	0	0	5	0	0	0	0	0	0	0	0	1	4	0	0	1	6	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	3	0	0	1	0	1	0	1	0	0	0	0	0	11	1	0	1	1	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0
cell_type1_351	0	2	0	3	0	0	0	0	0	8	0	0	0	1	0	0	0	0	2	0	1	0	4	0	0	6	0	0	0	7	0	1	1	0	0	0	0	1	0	2	0	0	12	5	1	2	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	1	1	0	15	1	0	7	3	3	0	0	0	3	3	1	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0
cell_type1_352	0	0	0	2	1	0	3	0	4	2	0	0	0	9	1	6	1	0	1	0	0	1	3	0	0	1	0	0	0	4	0	1	3	0	0	13	1	0	0	2	0	1	0	2	2	8	0	3	0	2	0	1	0	5	0	0	1	0	2	0	0	0	0	2	0	0	4	0	0	2	1	0	1	0	0	0	0	0	0	0	2	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
cell_type1_353	0	0	0	1	0	0	5	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	4	2	0	1	0	0	0	1	0	2	3	0	0	0	3	10	2	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	4	0	0	2	0	0	4	1	0	0	1	0	0	0	0	0	4	0	1	0	0	4	0	2	2	0	0	12	0	0	0	0	1	0	0	0
cell_type1_354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	1	1	0	1	4	0	0	0	1	0	0	0	0	3	0	3	0	0	5	0	0	1	5	2	2	1	0	1	0	0	0	0	1	0	0	0	0	2	3	0	0	0	1	2	0	0	3	0	10	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	2	0	0	0
cell_type1_355	0	2	0	4	1	0	3	0	1	5	1	0	0	6	0	0	0	0	11	0	1	0	1	0	0	5	1	0	0	2	0	0	0	1	0	2	0	0	0	8	0	0	0	1	1	0	4	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	4	0	0	0	2	0	0	0	3	0	3	0
cell_type1_356	1	0	0	3	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	11	0	0	0	17	4	1	1	0	0	0	1	1	0	9	1	0	0	0	7	3	1	1	0	4	0	1	0	3	1	0	0	0	3	1	0	0	1	1	6	0	0	4	0	10	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0
cell_type1_357	0	1	0	4	1	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	2	1	1	0	0	0	0	1	0	5	0	0	0	0	0	3	0	0	0	3	0	0	5	1	2	9	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	0	0	5	0	0	3	0	1	5	0	0	0	0	1	0	2	0
cell_type1_358	0	0	0	3	0	0	5	0	1	2	3	0	0	6	0	12	0	1	2	0	0	0	3	0	1	1	0	0	0	3	1	0	0	0	0	2	0	1	0	3	0	0	1	8	1	0	5	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	7	1	1	0	5	0	0	1	10	1	2	0	12	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	1	0	0	0
cell_type1_359	0	0	0	2	0	0	2	0	0	4	0	0	0	14	0	0	2	0	7	0	0	2	3	0	2	0	1	0	0	4	0	0	0	1	0	1	1	0	0	12	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1	1	0	2	0	0	1	2	0	1	0	1	0	1	0	0	0	12	0	0	0	0	4	0	0	3	0	0	3	1	0	0	0	0	1	0	0
cell_type1_360	0	0	0	1	15	0	4	0	0	0	3	0	0	9	0	4	0	0	1	0	0	0	4	0	0	2	1	0	0	10	2	0	0	0	0	2	2	1	0	2	0	0	0	8	1	3	4	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	5	1	1	0	0	0	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	2	0	0	4	0	0	0	0	0	0	0	2	0	1	0
cell_type1_361	0	11	0	1	0	0	1	1	0	1	0	0	1	1	2	0	0	2	0	0	0	1	1	0	2	2	1	0	0	4	0	0	1	2	0	0	2	0	1	5	0	1	5	5	1	2	0	0	2	0	1	0	0	0	0	0	0	0	8	2	0	0	0	0	5	0	5	0	0	8	11	2	0	0	3	0	0	0	0	1	1	0	1	0	1	0	0	0	2	0	1	3	1	0	0	0	1	0	0	0
cell_type1_362	0	0	0	0	0	0	3	1	1	2	2	0	0	8	0	3	0	0	0	0	0	0	1	0	2	5	0	0	0	11	0	0	0	0	0	6	0	0	0	2	0	0	1	1	4	1	2	3	0	1	1	3	0	0	0	0	0	0	1	0	0	0	12	0	5	0	0	1	1	9	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	1	0	0	0	0	0	2	2	0
cell_type1_363	0	0	0	0	0	0	0	0	1	1	0	1	0	20	0	0	0	0	10	0	0	0	0	1	1	2	0	0	0	19	0	0	1	0	0	12	0	0	3	21	0	0	0	2	3	2	1	11	0	1	0	3	3	0	0	0	0	2	0	0	0	0	1	1	0	0	0	2	1	1	1	0	1	0	0	0	0	4	0	0	1	0	0	0	0	2	2	0	2	0	0	1	0	0	1	0	5	0	0	0
cell_type1_364	0	0	0	3	1	0	0	0	0	0	0	1	0	5	0	3	0	2	0	0	0	0	1	0	0	2	0	0	0	7	0	0	1	0	0	6	0	0	1	5	0	0	0	2	7	12	0	11	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	1	0
cell_type1_365	0	0	1	0	0	0	1	1	2	3	5	0	0	8	0	4	1	0	0	0	0	0	1	0	0	3	1	0	0	9	0	0	0	1	0	2	0	0	0	9	0	1	1	4	11	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	6	8	0	1	1	0	1	0	0	0	4	0	1	1	0	0	0	1	7	0	0	1	0	0	0	0	3	0	5	0
cell_type1_366	0	1	0	0	0	0	0	0	0	2	4	0	0	1	0	1	0	0	3	0	1	0	2	0	1	5	0	0	0	2	3	0	1	1	0	0	0	1	0	7	1	0	4	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	2	0	0	0	3	2	5	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	3	1	0	0	0	1	0	0	0
cell_type1_367	0	0	0	2	0	0	1	0	0	3	3	0	0	16	0	18	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	1	3	0	1	0	1	5	4	0	1	0	1	0	0	0	2	1	0	0	1	1	0	0	0	1	0	0	0	1	2	0	0	4	0	0	0	3	0	0	0	0	0	3	0	1	0	2	17	0	0	14	0	0	2	0	0	0	0	1	2	2	0
cell_type1_368	0	2	0	4	1	0	3	1	1	4	1	0	0	4	1	15	0	9	1	0	1	0	0	0	1	3	1	0	0	3	1	0	0	0	0	2	0	0	0	2	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	0	0	2	4	0	0	0	2	2	0	0	7	1	0	1	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	1	0
cell_type1_369	0	1	0	0	0	0	2	0	1	4	0	0	0	3	0	6	0	1	2	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	11	0	0	2	1	0	0	1	2	5	0	0	6	0	0	0	0	0	0	0	2	0	0	3	0	0	0	3	0	2	0	2	0	0	2	1	0	0	0	2	0	0	0	0	0	6	0	0	0	0	6	1	0	0	0	0	1	0	0	0	0	1	0	2	0
cell_type1_370	0	3	0	0	0	0	5	0	1	0	3	0	0	1	0	6	1	0	1	0	0	0	5	0	0	4	2	0	0	9	1	0	0	0	0	6	0	0	0	6	0	1	1	1	2	0	2	8	0	0	0	0	1	1	0	1	0	1	0	1	0	0	2	0	0	0	0	1	1	2	1	0	2	0	0	2	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	2	3	0	0	0	2	1	0	0
cell_type1_371	0	0	0	1	0	0	0	0	0	3	2	0	0	6	0	0	0	4	0	0	0	0	2	0	2	6	0	0	0	6	2	0	2	0	0	0	0	0	0	5	0	1	0	9	3	0	1	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	3	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	2	0	4	16	0	0	4	1	0	1	0	0	0	0	4	0	0	0
cell_type1_372	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	8	2	2	3	0	0	0	0	0	0	0	0	0	5	1	0	2	0	0	0	3	0	3	0	4	5	0	4	7	1	0	0	0	0	0	0	0	1	1	0	0	0	6	2	0	0	17	1	0	0	1	0	0	0	2	0	1	0
cell_type1_373	0	1	1	10	1	0	4	1	0	2	3	0	0	4	0	2	0	1	3	0	1	0	2	0	0	0	0	0	0	7	0	0	1	0	0	0	0	1	0	10	0	3	2	5	0	10	1	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	2	0	3	0	0	1	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	1	3	0	0	0	0	1	0	1	0
cell_type1_374	0	0	0	6	0	0	0	0	0	1	1	0	0	1	0	2	2	6	0	0	0	0	3	0	0	1	1	0	0	2	0	0	1	0	0	2	0	0	1	6	0	0	0	4	7	0	2	5	0	0	0	0	0	0	0	0	0	0	6	0	1	0	3	0	0	0	4	0	0	0	1	9	3	0	1	2	0	1	0	0	3	0	0	0	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0
cell_type1_375	0	0	0	0	0	0	0	2	0	2	1	0	0	1	0	2	0	0	1	0	0	1	2	0	0	12	0	0	0	6	0	0	0	0	0	0	0	2	0	5	0	0	7	3	3	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	3	1	0	8	1	4	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
cell_type1_376	2	0	0	1	0	0	0	1	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1	5	0	3	1	0	0	0	2	1	0	0	0	6	0	1	0	0	0	0	1	0	0	1	0	1	0	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	2	0	1	4
cell_type1_377	0	1	0	7	0	0	3	0	2	6	2	0	0	6	0	1	0	0	13	0	0	0	3	1	4	7	0	0	0	1	0	0	1	0	0	2	0	0	0	5	1	1	0	7	3	0	1	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	6	0	1	1	0	0	1	0	0	0	1	2	0	0	5	0	0	5	0	0	0	0	1	0	0	0
cell_type1_378	0	4	0	6	0	0	0	0	0	0	4	0	0	0	0	3	1	7	1	0	1	0	2	0	0	2	0	0	0	4	2	0	1	0	1	0	0	0	0	3	1	0	1	3	0	10	0	1	0	2	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	3	2	0	17	1	1	0	0	0	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
cell_type1_379	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	6	0	0	4	0	2	0	3	2	1	5	6	0	0	1	1	0	0	0	0	9	0	1	0	1	0	0	0	2	3	5	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	2	0	2	1	3	1	0	2	0	0	0	0	16	0	0	0	0	0	6	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	2	0
cell_type1_380	0	1	0	3	0	0	5	1	6	0	0	0	0	11	0	2	0	0	1	0	0	0	8	0	0	5	1	0	0	7	1	0	2	0	0	1	0	0	0	7	0	0	0	8	5	4	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	1	1	6	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	3	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	2	0	1	0
cell_type1_381	0	1	0	0	0	0	3	0	0	2	4	0	0	1	0	0	0	0	4	0	0	0	3	0	0	14	0	0	0	8	4	0	2	0	1	0	1	0	0	5	0	0	1	1	1	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	1	0	3	1	3	0	0	5	6	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1
cell_type1_382	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	2	0	1	3	0	0	0	5	3	1	0	0	2	0	5	0	0	0	0	0	7	0	0	5	2	0	0	0	4	3	2	0	0	1	1	0	0	0	2	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	4	2	0	0	0	3	0	4	0	0	0	3	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	1	0
cell_type1_383	0	1	0	3	0	0	0	0	0	1	0	0	0	1	1	0	0	13	5	0	0	0	2	0	1	1	0	0	0	22	0	0	0	2	0	4	0	0	0	5	0	0	0	1	4	14	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	1	0	0	0	4	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	1	4	0	0	0	0	3	0	1	0
cell_type1_384	0	0	0	4	0	0	3	0	0	0	0	0	0	7	0	8	0	0	3	0	1	1	1	0	2	3	0	0	0	23	0	0	0	0	0	6	1	0	0	7	0	0	0	8	0	2	1	7	0	4	0	1	1	0	0	0	0	0	2	0	0	0	5	0	0	0	1	0	3	0	2	0	1	0	1	0	0	0	0	0	0	0	4	0	2	5	3	0	4	0	0	0	0	0	0	0	2	0	0	0
cell_type1_385	0	3	0	0	1	0	0	0	0	0	1	0	0	12	0	5	0	0	1	0	0	0	0	0	1	1	1	0	0	7	0	0	0	0	0	0	0	0	3	5	0	0	2	6	2	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	2	0	7	0	0	3	0	2	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	3	0	0	0	0	1	1	4	0
cell_type1_386	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	4	0	0	0	0	1	0	2	1	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	10	0	0	1	2	0	1	0	4	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	1	4	0	0	0	0	1	0	1	0
cell_type1_387	0	0	0	1	1	0	0	0	0	0	1	0	0	5	0	1	0	13	0	0	0	2	0	0	4	3	1	0	0	3	1	0	0	0	0	2	0	0	1	4	0	1	0	5	3	1	0	2	0	2	1	0	0	1	0	0	1	1	2	0	0	0	0	0	1	0	3	0	1	3	2	0	0	0	2	1	0	1	0	0	4	1	0	1	3	4	0	0	2	0	0	0	0	0	0	0	1	0	0	0
cell_type1_388	0	0	0	0	0	0	2	0	0	1	0	1	0	14	0	5	0	0	9	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	3	0	0	0	1	0	0	0	0	5	0	1	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	4	0	0	4	0	3	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0
cell_type1_389	0	1	2	0	0	0	3	0	1	0	1	1	0	6	0	4	0	2	0	0	1	0	1	0	0	0	0	0	0	12	0	0	1	1	0	2	0	0	0	11	0	0	0	2	1	4	0	4	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	4	0	1	0
cell_type1_390	0	1	1	1	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	1	0	4	0	1	9	4	0	0	11	1	0	1	0	0	2	1	0	1	16	0	0	0	1	10	0	1	3	0	0	0	2	0	0	1	0	0	0	6	0	0	0	1	0	3	0	1	0	2	1	3	0	0	0	4	0	2	2	1	0	3	0	0	2	0	0	1	0	1	0	0	2	1	0	0	0	1	0	1	0
cell_type1_391	0	0	1	2	0	0	1	0	0	7	1	0	0	0	0	1	0	0	0	0	3	0	5	0	0	5	0	0	0	5	0	0	2	1	3	0	2	0	0	1	0	0	2	7	0	6	0	0	1	2	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	3	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	2
cell_type1_392	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	2	0	3	0	3	7	0	0	0	6	0	1	3	1	1	0	0	1	0	4	0	0	0	7	0	3	0	0	0	0	1	0	0	0	0	5	1	1	0	0	0	0	0	0	1	0	5	1	0	13	3	0	0	0	0	1	2	0	0	0	1	0	0	0	1	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0
cell_type1_393	0	1	0	6	2	0	2	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	8	0	0	0	4	3	0	0	3	3	0	1	2	1	2	0	0	0	1	2	2	0	0	1	0	3	0	0	9	2	0	1	0	0	0	0	0	2	0	3	0	2	1	0	5	1	0	0	0	0	3	4	0	0	1	0	1	1	0	0	0	0	0	14	0	0	2	0	0	0	1	2	0	1	0
cell_type1_394	0	0	0	3	0	0	0	3	0	5	2	0	0	7	0	1	0	0	3	0	1	0	3	0	1	2	0	0	0	9	0	0	3	1	0	0	1	0	0	3	1	0	1	8	1	0	0	1	0	0	0	1	3	0	0	0	0	0	8	2	0	0	2	0	2	0	1	0	0	16	0	1	0	0	0	0	0	0	0	2	0	4	0	0	3	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0
cell_type1_395	0	0	0	10	4	0	0	0	1	6	1	0	0	8	0	4	0	1	1	0	1	1	8	0	1	1	0	0	0	6	3	0	0	1	0	3	0	1	2	4	0	0	0	0	3	1	1	9	1	0	0	5	0	0	0	1	0	0	1	0	0	0	2	0	1	0	1	3	0	2	1	0	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	4	0	0	0
cell_type1_396	0	1	0	1	3	0	0	0	0	3	5	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	1	0	2	0	0	1	0	2	0	1	1	4	2	0	1	3	0	1	1	0	0	0	0	2	0	0	0	1	0	0	5	0	3	0	0	1	0	11	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	4	1	0	0	0	1	1	0	1
cell_type1_397	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	5	1	0	0	0	0	0	1	2	0	0	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	2	2	3	2	8	1	0	0	0	0	5	0	0	0	0	1	0	0	0	4	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	1	0	0	2	0	0	2	0	0	0	1	0
cell_type1_398	0	1	1	0	0	0	1	0	1	0	1	0	0	2	0	0	1	6	0	0	0	0	5	0	2	6	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	1	2	4	3	12	0	0	0	4	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	1	0	17	18	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	1	0	0	0	0	3	0	0	0
cell_type1_399	0	1	0	4	1	0	1	0	0	0	3	0	0	1	0	0	0	10	0	0	2	0	0	0	0	1	0	0	0	1	1	0	2	0	2	0	0	0	2	5	2	0	5	3	6	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	11	4	2	5	6	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	2	4
cell_type1_400	0	0	0	0	0	0	1	0	0	0	2	0	0	8	0	1	0	9	2	0	0	0	0	1	0	0	1	1	0	17	0	0	0	0	0	2	0	0	1	3	0	0	0	1	1	4	2	3	0	2	2	2	0	0	0	3	0	1	2	0	0	0	2	2	0	0	3	0	0	2	1	0	0	0	1	0	3	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0
cell_type1_401	0	0	0	1	1	0	4	1	0	1	2	0	0	0	0	1	0	0	1	0	2	0	3	0	0	7	1	0	0	4	0	0	5	0	1	0	2	0	0	3	0	0	1	2	1	3	0	0	0	0	1	1	0	0	0	2	0	0	1	1	0	0	2	0	6	0	0	0	0	7	3	0	1	0	0	1	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1
